"meigara_id","toukou_id","title","created_at","user_name","text"
57,4779,"零 おりがらみ 生原酒","2013-10-24 21:32:35","ひなちゃん","グラスに注いだ瞬間から立ちあがる華やかな芳香、 含むと甘酸っぱいパイナップル系の甘味が口一杯に広がります。 余韻はやや焦がしたような苦みと糠っぽさをやや感じさせる 特徴ある酸が主張してきます。この酸は好みが分かれそう。 この酸と共にアテを食べると良いかな。 甘味と酸のメリハリがあるのでくどくないです。 等外米の為、表記はありませんが、スペック見ると純米ですね。 ラベルは自分好みのストライクです。"
57,4403,"特別純米 無濾過生原酒 阿波山田錦 おりがらみ","2012-11-17 22:03:25","ひなちゃん","注ぐと黄金色、うっすらとオリがからんでます。 含むと熟れた果実香が口の中にブワッと広がって、 スッとキレていきます。 生原酒ですがあまり重厚感は無く、 むしろ思ったよりサバケが良いので、 含んだ時の第一印象と裏腹な余韻にビックリします。 冷やして飲むと結構スイスイ飲めちゃいます。 スペックは以下の通り。 日本酒度：＋２ 度数：１７度 酸度：１．６ 精米：６０％"
57,4384,"WILD-SIDE 袋吊り雫酒 無濾過生原酒","2012-10-06 19:47:59","すくなびこな","甘口ですがすっきりしており、ベタベタしていません。 甘いので食中酒というより、飲み会用の酒と思います。特に女子会向きかと。少々梅酒風の風味があります。 不思議な味ですが、ギターの女の子のラベルと相まって、他にはないユニークさを醸し出しています。こういうのは割と好きです。"
57,4368,"純米吟醸 無濾過生原酒 玉栄直汲み","2012-09-18 21:43:38","ひなちゃん","最初に含んだ一杯目は、ん？一瞬何を飲んだのか分からないぐらいの 日本酒を超えたインパクト。改めて飲んだ二杯目以降はワインというか どちらかというと梅酒に近い味の広がりを感じます。 久しぶりに飲みましたが、やっぱり個性的です。"
57,4028,"純米吟醸 雫取り 岡山雄町","2011-09-15 22:03:47","ひなちゃん","いつか飲みたかったこの銘柄。ついに購入しました。 評判通り「これが日本酒？」と思うほどのびっくりする味わいです。 含んだ瞬間にジューシーで強烈な甘味・香りが口の中を駆け巡りますが 余韻はくどさを残さず弱めの酸を感じながらサッと引けていきます。 好みが分かれる味わいかと思いますが、 ファーストインパクトはかなり衝撃的でした。"
57,3746,"大吟醸 座花酔月","2010-12-04 17:08:58","suica","鼻をつくほどの甘い香り、そして実際甘いです。「これが日本酒か？」とレビューされている方が居るのも頷けます。大変面白いお酒ですが、私がいただいたのは保存状態が悪かったのか（物産館で購入）大吟醸にしてはやや雑味があるように思われました。もう一度きちんとした状態の物で味わってみたい銘柄です。少しだけ浦霞に似ているような気もします。気がするだけかも知れません。"
57,3729,"日本酒を超えている","2010-11-25 23:57:33","nayo","この酒は友人から奨められて飲んだ酒でした。正直言って日本酒と言われなければ何処のワインかいやブランデーかと思うほど香り高く、味わいはリキュールを程良くブレンドした味わいに感じさせ、どこかの有名な貴腐ワインかと勘違いするほどでした。日本酒という範囲を超えていると思います。 あくまで個人的感想です。"
57,2746,"純米吟醸生原酒福井五百万石 垂れ口 献壽","2008-09-12 18:58:22","やすみつくん","精米 ６０％ ｱﾙｺｰﾙ分 十七度 酸度  1.6  大吟醸に比べ立ち香は抑え目、含み香は十分。 甘口であるが旨いことに変わりはなし。  この香りには好き嫌い出るかもしれないが 私にとってはいい香り。 今後ともよろしくお願いします。"
57,2728,"大吟醸生原酒座花酔月","2008-08-30 17:59:55","やすみつくん","兵庫山田錦 40% ｱﾙｺｰﾙ分 17度 酸度 1.6  これはいかん！！ 凄まじい吟醸香、 強烈な旨み、  誰も飲むなよ！！ みんな俺のもんじゃ！！  これはアル添なので純米厨は不可です。 アル添でも問題ない人だけ飲みましょう。  純米教信者の立ち入りは禁止します。"
57,2674,"純米吟醸 阿波山田錦 垂れ口","2008-07-10 21:16:40","エル・ドゥロ","特別純米が美味すぎるので、他のものも飲みました。 どれも良いですが、今年の純米吟醸はバランスが良いです。 インパクトや濃厚さは特別純米に譲りますが、 全体のスケールの大きさはスポイルすることなく、 酸が効いていて、すっきり纏まっていました。 連れは、特別純米か純米大吟醸が圧倒的に美味しい と言ってますが、個人的には甲乙着けがたいです。   ここで挙げておきながら、こういうのもおかしいですが、 ブレイクして、入手困難にならないで欲しいですね。"
57,2673,"特別純米 阿波山田錦 垂れ口","2008-07-10 21:14:35","エル・ドゥロ","一部では話題になっているようなのですが、 これは確かに凄いお酒で、はまる人が続出なのもわかります。 南国の果実のような華やかな香りが立ち上がります。 高めの日本酒度が信じられないほどの甘みが、 濃厚に押し寄せて、強烈なインパクトです。 ここまで濃厚にジューシーなものは他に経験がありません。 余韻を残しつつも淡く切れていくので飲み飽きしません。   芳香も甘さもけた外れでありながら、 くどさを感じさせず驚く美味しさです。  "
