"meigara_id","toukou_id","title","created_at","user_name","text"
91,5629,"無濾過原酒９号","2015-08-10 19:05:36","すくなびこな","精米歩合６割。 でも、甘味がいい感じで、 癖がなくごくごく飲める。 でも酒精度１７％。んまい。"
91,5521,"純米大吟醸山田錦１２号","2015-05-02 14:10:09","すくなびこな","無濾過生原酒です。 立ち香はラムネを思わせるさわやかな香りです。 はっきりした甘味と微炭酸ですが、 すっきり後に残りません。 んまいです。"
91,5514,"特別純米 仕込み11号 かめ口直詰め生","2015-04-24 06:47:17","すくなびこな","生詰めで微炭酸です。とてもフレッシュで、 飲みやすく、さわやかな甘味を感じます。 "
91,5062,"T7 特別純米 生原酒","2014-05-03 10:06:30","八岐大蛇","純米酒を超えて、吟醸酒のような心地よい味。開栓してすぐ桃やマンゴの香りがします、柔らかい口当たりとフレッシュな酒質が甘さと完璧に融合しました、最後の涼しい後味、まさに串焼きの相棒みたいに存在する。"
91,3323,"Ｔ6","2009-12-13 13:45:29","霹靂","今年、Ｔ6を飲みました。  香りと旨みがしっかりして、ガツンとくる感じでした。 口に入れたときのフィーリングはとても良かったです。  でも、残念だったのは「後味の重さ」です。 もうちょっと後味がスッキリしていれば、自分の好みなんですけどね…。  "
91,3082,"山間  ori-ori rock 爆音 活性にごり","2009-04-29 17:48:33","日本海","今年も運良く手に入れる事ができたori-ori。 開けたては同蔵の「辛口にごり生」と変わらないと正直思いましたが、日が経つにつれて甘みが増してきました。よくある甘すぎるにごり酒とは違い、飽きずに飲み続けられるのが特徴でしょうか。 それにしても、アイスピックを使っての開栓は慣れませんね。爆死寸前でして（汗）"
91,3081,"山間T6 純米吟醸無濾過生 亀口取り","2009-04-29 17:37:52","日本海","前作のT4同様、持ち味の旨味と酸の絶妙なバランスで感動させてくれます。ただ開栓直後に微かな苦み？渋み？のようものが舌に残りましたが、日が経つにつれて無くなりました。 このお酒は、肴が無くてもどんどんいけるんですよね〜"
91,3062,"山間T4","2009-04-16 14:15:53","日本海","鬼山間に続き20BY第二弾となる山間T4は特別純米酒無濾過生原酒中取り亀口取りのお酒です。 あまりに長い肩書きのため、仕込み順号であるT4という名でデビュー。 一口含むと、豊かな甘みと酸のバランスが絶妙。これぞ『山間』と関心させられました。 開栓から日が経つと、さらに旨味がのってくるのですが、この辺は好みの分かれるところですね。個人的には開栓直後がフレッシュで好きです。"
91,2995,"鬼山間（おにやんま）","2009-02-24 17:25:38","日本海","まずこのラベル！ちょっと遊びすぎと思うが中身は真剣そのもの。 日本酒度は+8.0度でアルコール度19度の辛口と聞き、このラベルもあって身構えてしまったが、今までの新潟的端麗辛口とは一線を期すとってもジューシーな旨口無濾過原酒でした。 もう少しキレが良くなれば完璧です。  "
91,2734,"山間純米吟醸亀口瓶燗原酒","2008-09-04 17:23:15","日本海","ようやく届いた山間の火入れ。 人気・品薄のため取扱店ではあっという間に完売してしまったので、飲んでしまうのがもったいないが、今晩さっそく・・・ 新潟第一酒造さん、近所の酒屋でも扱って下さい！  追伸 飲みました。旨いっす。 開栓と同時にリンゴやブドウを思わせるフルティーな香り、しかし、無濾過原酒系にありがちな派手な甘みではなく、飲み飽きない程度に上手くまとめられていて「やられたっ」て感じ。いくらでも杯が進む危険な酒です。"
91,2686,"越の白鳥じゃなくて『山間 やんま』","2008-07-25 11:43:39","日本海","醸造責任者の武田氏が試験的にごく僅かな本数だけ仕込む『山間 やんま』を運良くGET！ とってもフルーテイーで斬新な味、新潟酒文化の新しい扉を開く日本酒。 ちなみに武田氏は男も惚れる豪快な人柄。まさにサムライ！"
