"meigara_id","toukou_id","title","created_at","user_name","text"
76,6246,"姿 初すがた","2016-12-19 20:32:17","富牟谷欠","姿 初すがた 五百万石５５ ２８ＢＹ あでやかな香り、程好く柔らかく拡がる。 開封直後はシュッとタイト、 こなれてしっとり口当たり。 開封直後はやや渋みを伴う賑やかフレッシュ、 こなれると香味一体の甘くて中濃口な味わい。 開封直後はほろ苦さでスッとキレ、 こなれるとゆるりゆるゆる程好い余韻。  開封の翌日から目眩く変化が楽しいです。開けたてもフレッシュで完成した味わいなんですが、１週間くらい経って姿らしい甘みとフレッシュ感が相まった味わいが素晴らしかったです。 "
76,6125,"姿 Black Impact","2016-08-08 22:19:30","富牟谷欠","姿 純米吟醸 Black Impact 山田５５/ひとごこち５５ 無濾過生原酒 ２７ＢＹ 青林檎様の香りは控えめながら含み香に程よく香る。 柔らかな口当たり、溢れ出す甘み。とろっと濃い。 穀物らしいコクもあり、控えめな酸味がジューシー感も演出する。 苦味残らず、甘い余韻も短め、コントラストが印象的。  山田ひとごこちは３年連続かな？ アレ？って思うほど今年は香りが大人しく、その分？苦みは極々微か、後口が軽いです。 姿と笑四季は本当に甘味の魔術師ですねー。 "
76,5688,"純米吟醸 生原酒  Ｂｌａck Ｉｍｐａｃｔ","2015-10-05 22:32:45","ひなちゃん","含むとパイナップル的な香味、 酸は弱めですが、上手に香味を纏めてます。 旨いな〜。 香りと甘さが出過ぎることなく、 味わいの中にしっかりとした技術とクォリティを感じますね。 鳳凰美田とかくどき上手が好きな人にはお勧め。"
76,5646," 姿 純米吟醸 北しずく 無濾過生原酒 ","2015-08-26 22:32:51","富牟谷欠","姿 純米吟醸 北しずく 無濾過生原酒 26BY     甘み優先の甘酸っぱくジューシーな味わいで、よく香って、インパクト大。 そして、夏の生でこのフレッシュな感覚は素晴らしい。  雄町に比べると、ややコクが少ない分、苦味がほとんど感じられず、後口の余韻が軽め。"
76,5615,"純米吟醸 無濾過生原酒 雄町","2015-07-28 21:56:08","ひなちゃん","含むとパイナップル系の南国果実的な香味が押し寄せ、 余韻は苦みと共にジンジャーを感じる酸が顔を出してピリッとヒケます。 華やかな印象ですが、この酸により、ダレることなく、 ウットリとするぐらいクォリティ高めに仕上がってます。 やや苦酸が強めに感じますが、 華やかフルーティー系が好きな人にはお勧めかと思います。"
76,4545,"純米吟醸 無濾過生原酒 雄町","2013-03-15 08:30:37","次亜酒仙","赤坂のまるしげ夢葉家にて、初めて頂きました。 「お店のお酒リストに無いお酒を」と注文したところ、 こちらがでてきました。 無濾過生原酒を真剣に取り組まれている蔵ですね。 いろいろ勉強して見たいです。"
76,4435,"甘口の日本酒の最高傑作","2012-12-22 20:07:45","れおぽん","口当たり、風味、味わい、キレ、余韻。どれをとっても完成度が高い。 評価の高い酒は『個性がない』といわれるが、この日本酒についてはその心配はない。時間を置くと味が変わるのは原酒の面白さ。甘口が好きな方なら一度は試してもらいたい。"
76,3841,"中取り 純米吟醸 無濾過生原酒 雄町","2011-03-04 22:39:11","マッチョスナフキン","久しぶりに唸るほどの旨い酒！ 香り、味、濃さ、冷やしても燗でも、どビンゴ！ 派手ではないのにずっと嗅いでても飽きない香り。 花の蜜のような。 甘味辛み酸味が強く感じたが、少し強めのとてもいい苦みがバランスを支えている。 非常に旨い酒。"
76,3468,"中取り 純米吟醸 無濾過生原酒 雄町","2010-04-17 18:13:08","麹屋","雄町は飲み口が滑らかで、スッと口の中に入ってきます。 その後、コクのある甘味と旨味が一気に広がり、 のど越しに心地よい余韻を残します。  これは最高に自分に合うタイプでした。  本当に良い酒に出会えたと思います。   どの米も開栓後数日してから飲み頃なような気がします。 旨味がUPです。"
76,3467,"中取り 純米吟醸 無濾過生原酒 山田錦","2010-04-17 18:12:05","麹屋","山田錦は口に含むと一気に旨味が広がる印象。  呑み比べをすると五百と雄町の中間的な味わい。  こちらもとても良いです。 "
76,3466,"純米吟醸 無濾過生原酒 五百万石","2010-04-17 18:07:38","麹屋","五百万石らしい柔らかな風味の中に、 しっかりと芯が通った味わいがあります。  香も上品で適度な印象。  とても良い造りで旨いと言える酒です。 "
