"meigara_id","toukou_id","title","created_at","user_name","text"
26,6325,"酔鯨 特別純米 しぼりたて","2017-02-19 21:12:26","海の男","精米歩合55%の特別純米。意外とスッキリと軽い味わいでです。酒だけ飲むと南国とはイメージできないような淡麗辛口です。"
26,6014,"特別純米","2016-05-08 13:58:00","ライパチ","香りはありませんが、冷やで美味いです。 純米八反錦より好きです。"
26,5783,"純米吟醸 吟麗 生酒","2015-12-13 19:54:07","Loreley","美味いのだが、ちょっとフレッシュすぎるように感じる。 力強さはあるのだが、生酒ではない方が酔鯨らしくていいと感じた。 "
26,5702,"酔鯨 特別純米","2015-10-16 22:20:26","バックマイ","基本のボディーは淡麗中口。 あっさりした中にコクがあり、料理を合わせやすい。 冷やか冷酒がいいです。燗をするタイプのお酒ではないですね。 価格も手ごろ(四合瓶で1050円で購入)なので、おすすめ。"
26,5600,"なつくじら生","2015-07-20 17:19:29","tyu-ri","26BYが初めての試み？北海道の酒米「吟風」を使用して造ったお酒。 実は、販売前のサンプルから試飲させてもらってたが、この時点では正直あまり感動が無かったが熟成期間を経て出荷された頃には旨み、コク、キレのバランスがとても良かった！ 改めて酔鯨酒造の実力を思い知りました。"
26,5414,"純米吟醸","2015-02-12 10:17:15","ののの","小料理屋でかつおのたたきあてにいただきました。  飲み口はさらっと甘口で辛さはあまり感じません。 メロン・バナナのような吟醸香がふわっと香って、味は端麗でさっぱり、雑味はほとんどなくきれいに終わります。  上品ないいお酒です。 味が濃いものだと負けるような気がするので優しい味のものとあわせたいです。"
26,4849,"酔鯨 純米吟醸 吟麗","2014-01-02 22:50:35","バックマイ","まったりした呑み口で、後口はさっぱり。 とても美味しいですね。 50%まで磨いてあるだけあって、 雑味がなくてとても呑みやすいです。"
26,4068,"特別純米酒","2011-11-23 15:43:09","旨食中純米好き","好ましい米の旨み酒。  家にこの一升瓶が家に有ると、ウキウキする。 今晩はどんな当てにしようか。 普段使い出来る、頼もしい食中酒。"
26,3819,"酔鯨 グリーンラベル","2011-02-10 23:02:26","パン津丸 美江","「商品入れ替えに寄り半額」というわけで購入w。 端麗で、甘みはなく、かといって辛味もなく、薄い。逆にいえば飲みやすいのか。製造年月日2009年（現2011年）w。劣化感はそんなに感じなかったけどあっさりしすぎかな。 通を自負する人が評価するには値しないかと。"
26,2815,"特別純米","2008-11-06 10:28:11","tomtom","冷酒で食中酒にするのに最高！ 香りが爽やか系なのに、飽きがこない、良い酒です。 値段もリーズナブルで助かります。"
26,2426,"酔鯨 特別純米酒","2008-04-06 22:54:26","ガンツトロッケン","お燗では強めの蜜の香りが邪魔する感じでしたが、冷やして飲みなおしたところ、蜜とメロンの香りが適度な甘味・苦味と相俟って瑞々しく、最後は辛さが締めくくります。吟醸酒のように、清々しく美味しいお酒でした。"
26,2115,"酔鯨 純米大吟醸 山田錦","2008-01-27 23:59:03","酒天童子","香が豊かな酒でした  不味い酒では有りませんが 私個人としては封を切って少しねかせた方が 旨みがでて良いんじゃないかと思います。"
26,1173,"酔鯨 純米吟醸 鯨海酔侯","2006-03-21 16:20:42","Sweet Bridge","値段は一升３０００円くらいでした。 香りはあまり強くなく、味はシャープなお酒という印象。少々、苦味を感じるが、嫌味はない。カツオのたたきなどとあわせると、スイスイいけそうです。"
26,952,"鯨のベーコンを肴に","2005-09-11 17:26:29","ふくしま酒肴学会","鈴木和隆＠いわき酒肴学会です。  いわき市小名浜の、とあるお寿司屋さん。肴に鯨のベーコン、薦めの酒が「酔鯨」です。  すっきりとした辛口。ベーコンや魚との相性も隙がありません。純米の良さが発揮されていますね。  気に入りました。  ## 高知は、戊辰の時は、敵方でしたが・・・       "
