"meigara_id","toukou_id","title","created_at","user_name","text"
183,6096,"あまふわ","2016-07-22 17:02:31","ノンべえ","甘みがあり、ふわふわと、某有名な純米大吟醸みたい。 女性にはお勧めです。"
183,5970,"富久長 山田錦 無濾過原酒 27BY","2016-04-05 22:50:36","季がらし","地元広島では、大手スーパーに配置されてある人気蔵である なんともありがたい。 広島の酒は西条の大手醸造メーカーと、瀬戸内に面した呉〜三原にある銘酒蔵に二分されると思う。その中、富久長さんは安芸津にあり、広島の軟水醸造、発祥地域です。 利き酒と思い、山田錦を今回は呑みました。 女性杜氏の醸す山田錦の爽快感は柔らかく優しい。 瀬戸内の小魚にぴったりです。小鰯の刺身を生姜醤油で(^ ^) 伝統の安芸津軟水酒であり、フルーティなので新しさも感じる仕上がり。  "
183,5405,"特別純米 無濾過本生 槽しぼり","2015-02-07 09:36:43","左党","生酒らしいフレッシュ&ジューシーなお酒です。 キレよく引けていきながら最後にわずかに残る苦味は、グレープフルーツのようで非常に爽やか。 使用米は広島八反錦。"
183,5049,"純米吟醸 八反草ALL １８０１ 槽しぼり 無濾過生原酒","2014-04-27 00:45:05","ezweb443","八反草の１００％のお酒です。 八反草とは、広島の昔の米の品種で、 最近では、ほとんど栽培されていません。 そこに興味を掻き立てられました。  利いてみたところ、 甘味があって、香と味のバランスが良いお酒でした。 広島のお酒は、甘口が多い印象があります。 また、吟醸造りの発祥地でもあるので、 広島のお酒の特徴がきちんと出ている良いお酒になっていると思います。 辛口好きには向きません。 しかし、 フルーティなお酒が好きな人には、ぜひ試してもらいたいお酒です。 "
183,5046,"温州みかん酒 500ｍｌ","2014-04-26 17:34:31","ezweb443","甘くて飲みやすいお酒でした。 アルコール度数は６〜７％程度ですが、 正直、ジュースと変わらない感覚です。 梅酒などの果実酒が好きな人は、 試してみて損はないと思います。"
183,3228,"純米ゆずレモン酒","2009-08-31 23:16:52","しましま","これは番外編かもですがとってもウマイ！夏の必需品。 あまったるいリキュール等は苦手なのですがこれは作りがしっかりしてるのか 材料がいいのか（どっちも？）胸焼けもしないし味も香りもバツグン。 グビグビ飲んでしまいますがお値段ちょいと高めなので控えめに.. でも値段相応の物だと思います。  女性杜氏だからって訳じゃ無いけど女の子ウケ良さそう。 "
183,3187,"富久長 中汲み槽しぼり 純米吟醸 山田錦","2009-07-10 02:34:11","マッチョスナフキン","口開けよい香りと思い、これは期待できると思い飲み進めたが、しだいにセメダイン臭（ネコの香りにも近い）と後味にざらつきが、、、。ネットでの購入だったので管理のせいなのかな？苦みはしばらく口に残るようでした。期待していたので同じものをまた購入して飲んでみたいです。"
183,1350,"純米ゆずレモン酒","2006-09-09 21:24:04","ごえも〜ん","国産ゆずとレモンをまるごと絞り、蜂蜜と純米酒で作った爽やかなリキュール・・・だそうです。範疇が日本酒ではないすね。 500ml瓶を一晩で飲んでしまいました。蜂蜜添加といってもほどよく調整されて甘すぎず柑橘の味と苦味が、いい感じです。うまいす。"
183,919,"特別純米酒 鼓","2005-06-12 18:14:17","all that jazz","この蔵の酒にしては香りはほのか。 米の旨みは生きており、鋭いキレを持つ。 スペック通り（＋７）の辛口で、 すっきりと爽やかな飲み口。 軽快に引いていくので飲み飽きしない酒。 "
183,918,"純米大吟醸 閑花風","2005-06-12 18:13:17","all that jazz","トップノーズは百合の花を想わせる奥ゆかしい薫り。 含み香はイチジクのような甘い香り。 アタックはやや強いが、中汲み純米吟醸よりも弱め。 カドがとれ、より丸みのある印象。 ふくよかな米の旨みとバランスの取れた酸味＆甘み。 涼冷え程度で香りを際立たせ楽しみたい。"
183,903,"純米吟醸 中汲み槽しぼり","2005-06-03 23:42:22","all that jazz","メロンのようなフレッシュでフルーティーな香り。 それでいてしっかりとした米の旨みが生きている。 キレもあるので、香りだけのお酒に飽きた人に お勧めできる逸品。 "
183,184,"全般","2004-01-19 00:29:26","酒魚菜 なべ駒","この蔵のお酒は非常にリーズナブルで香味にすぐれています。女性の方にもおすすめ。"
