"meigara_id","toukou_id","title","created_at","user_name","text"
101,5556,"グリーンボトル 純米","2015-05-31 21:27:24","くまくま","定価は4合瓶1000円台前半ですが、私が購入した店は1880円でした。 （輸送費がかかったのかな？） 匂いは少なく、口に含んでみたら「辛い」という印象。 気がついたら3合以上空けていて、空っぽになる寸前。かなり酔っぱらっていました。 呑みやすかったということだと思います。"
101,5089,"グリーンボトル 純米","2014-05-29 00:03:09","ひなちゃん","含むとライム様のしっとりとした香味と爽やかな酸味、 グリーンのボトルと味わいが上手にマッチングしている。 ほんのり辛口な味わいの中にしっかりと旨味も内包されてます。 アテは何でも合いそうだし、飲む温度帯も幅広そうです。 初めて飲む銘柄でしたが、かなり好み。 先発、抑えというよりかは中継ぎとしてかなりのホールド率を発揮しそうな 感じです。美味しいです！"
101,4005,"伝統辛口","2011-08-14 09:37:02","太郎","新潟に旅行した際に店で飲み足りず、部屋で飲もうとしてコンビニに行ったらおいてあったので購入。つまみはコンビニのミートソース。  常温だったのをロックにして飲んだところ、第一印象は伝統辛口の名前の通り。辛いです。 でも、刺激感が強いわけではなく、水で薄まっているのを差し引いてもすっきりしているという感じ。 次の日には常温で飲んでみたけど、べたべたせずにおいしいと思います。"
101,2991,"純米吟醸 ぽたりぽたりきりんざん しぼりたて生","2009-02-21 22:53:14","bogeyman","美味しそうなラベルで期待が膨らみます。 開栓すると・・・本当にバナナの様な果実の香りがします！ 口に入れると、ほのかな甘味と芳醇な旨味が弾けて、美味しい〜。 それでいて喉越しも爽快！ 辛口蔵が造ったジューシーなお酒といった印象です。 これは甘口好きにも辛口好きにも受け入れられるのではないでしょうか。 かなりの傑作のお酒だと思います。 "
101,2816,"グリーンボトル純米","2008-11-07 08:48:49","オクトーバ","燗して飲んだが、旨味分が多いらしく、非常に柔らかな味だ。 まるで綿の玉をなめているようだ。 残念ながら、特徴が少なく、インパクトにかける。"
101,2253,"麒麟山ブルーボトル純米大吟醸酒","2008-03-12 03:37:06","やまおか しろう","酒米に「たかね錦」を使用しています。 古来この米を使った新潟流吟醸酒は、おだやかな吟醸香、軽い味わい、キレイな酒。 でも、これでは金賞を取れません。 それで新潟県の蔵元は、山田錦を使い、香りが華やかで、味わいある灘流に替えていったのだそうです。 麒麟山の新潟流吟醸酒は、新潟の料理を食べながら、感動を味わうことのできる酒を目指しているとのことです。 売上のために金賞を取るためだけの造りをしている蔵元と比べ、このような姿勢に脱帽です。"
101,582,"ぽたりぽたりきりんざん","2005-01-02 12:04:09","ニコラス刑事","早速いただきました。 麒麟山特有のスッキリさから比較すると、味は濃い目で甘味を感じます。｢重厚｣といった言葉が良く似合うそんな感じです。ただし｢重め｣ではなく後味はさっぱりした傾向にあると思います。生酒なので冷やして飲むのはもちろんですが、冷凍庫でキンキンに冷やして飲むと｢旨い｣です！ 今までの端麗辛口・スッキリ・軽やかなイメージを覆す仕上がりに驚きです。 "
101,410,"純米吟醸 辛口","2004-05-27 17:20:50","サム Ｅｖ2","ゆきの精を使ったお酒を初めて飲ってみました。 クセがなくすんなりといける、何がどうとは言えませんが柔らかいという印象を受けました。"
101,403,"麒麟山〜kagayaki〜大吟醸","2004-05-24 21:15:55","はねとび","香りが良くて すっきりしております。 飲んだ後口が切れよく 軽やかな感じが良いです(^・^)  お値段も大吟醸にしては お買い得価格だと思います。 美味しい美味しい美味しいゾ "
101,54,"私が一番好きなお酒","2003-09-19 12:33:22","しん","蔵元は、新潟県の津川町というそれはそれは水がきれいなところにあります。 やや辛口ですが、とてもフルーティーで日本酒嫌いの女性の方にもお勧めできるほどです。 ワイングラスに入れて飲んでもいいくらい。 私は一升瓶で買ってきて、1週間以内に飲み干すようにしています。 その一週間も、徐々に味の変化がおこります。 時間と共に多彩な味を表現する芸達者な一面もあります。 私は日本酒の中では一番大好きです。  純米や大吟醸などはブルーのボトルで夏の時期に冷で飲むのが一番です。"
